"DATAID","ASSIGNMENT","STRING","STRING","STRING","STRING","STRING","STRING","STRING","TARGET","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT"
"DATAID","ASSIGNMENT","Compound Group","CG2","Compound","SMILES","Formula","Source","Method","CN (Exp)","RotBFrac","TDB3s","MATS1e","VPC-4","ATSC2e","GATS1p","SPC-5","SHBint4","GATS7m","E3m","nwHBa","SpMax6_Bhp","SRW6","SP-6","AATS3e"
"179","T","Aromatics","Phenols","4-propylphenol","CCCC1=CC=C(C=C1)O","C9H12O","NREL (2014)","IQT","8.6","0.2","7.754920362","-0.094523677","0.305482393","0.066320661","1.074773938","0.99723028","0","0.918897357","0.096781011","6","1.578974457","5.631211782","0.73570226","7.311943319"
"180","T","Aromatics","Ethers","4-ethylguaiacol","CCC1=CC(=C(C=C1)O)OC","C9H12O2","NREL (2014)","IQT","19.6","0.181818182","10.28355677","-0.071014809","0.494467342","-0.251209399","1.196808196","1.939474461","0","0.977465216","0.052361837","6","1.790112036","5.831882477","0.996030159","7.666886512"
"181","T","Aromatics","Ethers","4-propylguaiacol","CCCC1=CC(=C(C=C1)O)OC","C10H14O2","NREL (2014)","IQT","18","0.25","9.202748402","-0.058732084","0.459949546","-0.213639124","1.227161105","2.007018737","0","1.025014838","0.075691822","6","2.191987102","5.888877958","1.093661232","7.549250385"
"182","T","Aromatics","Ethers","2,6-dimethoxyphenol","COC1=C(C(=CC=C1)OC)O","C8H10O3","McCormick (2015)","Unknown","26","0.181818182","14.32234256","-0.11098194","0.407715974","-0.989055401","1.295403521","2.421618697","0","0.7562627","0.015044455","6","1.500958489","5.84932478","0.786432893","8.233832121"
"183","T","Aromatics","Ethers","4-methyl-2,6-dimethoxyphenol","CC1=CC(=C(C(=C1)OC)O)OC","C9H12O3","NREL (2014)","IQT","25","0.166666667","13.39312165","-0.08776857","0.565266824","-0.79142225","1.317287434","2.961071036","0","0.281331884","0.005774336","6","2.214928829","5.983936281","0.881999615","8.104265538"
"184","T","Aromatics","Cyclic","indan","C1CC2=CC=CC=C2C1","C9H10","NREL (2014)","IQT","8.6","0","5.843011055","0.055555556","0.524377395","-0.01688369","0.95","1.5","0","0","0.00827221","6","1.460083427","5.752572639","0.936856351","7.104916957"
"185","T","Aromatics","","1,2,3-trimethylbenzene","CC1=C(C(=CC=C1)C)C","C9H12","NREL (2014)","IQT","10.1","0","7.38759466","1.52E-14","0.994016936","0.045012","1.111111111","1.979392051","0","0","0.009593541","6","1.851871975","5.686975356","0.526099421","7.216436821"
"186","T","Aromatics","","1,3,5-triethylbenzene","CCC1=CC(=CC(=C1)CC)CC","C12H18","NREL (2014)","IQT","7.6","0.25","6.016731126","1.60E-14","0.707106781","0.01992144","1.208333333","1.911230926","0","0.575396825","0.105097837","6","2.494408192","5.888877958","1.194814383","7.104878"
"187","L","Cyclic Esters","","gamma-undecanolactone","CCCCCCCC1CCC(=O)O1","C11H20O2","Marquardt (2015)","IQT","52.6","0.461538462","5.744165531","0.016762386","0.301279589","0.928937877","1.500587555","1.12671313","0","0.950949278","0.023700504","1","2.307985788","5.789960171","0.874969627","7.317498713"
"188","L","Cyclic Esters","","delta-undecalactone","CCCCCCC1CCCC(=O)O1","C11H20O2","Marquardt (2015)","IQT","48.6","0.384615385","6.124186437","0.016762386","0.301279589","0.928937877","1.500587555","1.171928306","0","0.950949278","0.096041526","1","2.34558874","5.826000107","1.077623931","7.350525708"
"189","V","Cyclic Esters","","epsilon-decalactone","CCCCC1CCCCC(=O)O1","C10H18O2","Marquardt (2015)","IQT","40.5","0.25","6.154812217","0.01414668","0.301279589","0.918231431","1.500641168","1.171928306","0","0.887285052","0.079029845","1","2.034563081","5.726847748","1.227914189","7.426828964"
"190","T","Cyclic Esters","","whiskey lactone","CCCCC1C(CC(=O)O1)C","C9H16O2","Marquardt (2015)","IQT","27.2","0.272727273","6.554268311","0.010826537","0.729204554","0.92688","1.500705398","1.961160418","0","1.014621255","0.055190237","1","2.00897844","5.777652323","0.707197026","7.441084928"
"191","L","Cyclic Ethers","Aromatics","5,5'-(furan-2-ylmethylene)bis(2-methylfuran)","CC1=CC=C(O1)C(C2=CC=CO2)C3=CC=C(O3)C","C15H14O3","Kessler (2017)","IQT","25.5","0.15","9.397682424","-0.016067405","0.896622609","-0.077308937","1.103540521","4.312915839","0","1.526755175","0.12789372","12","2.532795494","6.508769137","2.695165865","8.037791111"
"192","L","Cyclic Ethers","Aromatics","2-butylfuran","CCCCC1=CC=CO1","C8H12O","Marquardt (2015)","IQT","13.1","0.333333333","5.657521295","0.038092389","0.15515061","0.011693478","1.320579228","0.612372436","0","0.93860462","0.085134096","4","1.554690495","5.379897354","0.49279928","7.300771273"
"193","L","Cyclic Ethers","Aromatics","2,5-dimethylfuran","CC1=CC=C(C)O1","C6H8O","Marquardt (2015)","IQT","10.9","0","8.75351948","0.019472721","0.253933894","0.1592304","1.263001368","1.040440115","0","0","0.006597267","4","0.569010862","5.303304908","0","7.99244313"
"194","L","Cyclic Ethers","Aromatics","tris(5-methylfuran-2-yl)methane","CC1=CC=C(O1)C(C2=CC=C(O2)C)C3=CC=C(O3)C","C16H16O3","Kessler (2017)","IQT","22.3","0.142857143","9.524251485","-0.006677579","1.018326536","0.184026857","1.125418148","4.777877178","0","1.632352688","0.122338441","12","2.747832091","6.580639137","2.890478435","8.078147478"
"195","L","Cyclic Ethers","","2-butyltetrahydrofuran","CCCCC1CCCO1","C8H16O","Marquardt (2015)","IQT","45.5","0.333333333","4.805229673","0.05104798","0.25","-0.137229498","1.563654032","0.612372436","0","0.787396057","0.025055667","0","1.775249433","5.379897354","0.49279928","7.25471825"
"196","L","Cyclic Ethers","","tris(5-methyltetrahydrofuran-2-yl)methane","CC(CC1)OC1C(C2CCC(C)O2)C3CCC(C)O3","C16H28O3","Kessler (2017)","IQT","59.8","0.142857143","5.942942896","0.029337251","1.718137694","-0.255088965","1.476553078","4.777877178","0","1.174036561","0.11031601","0","2.81185562","6.580639137","2.890478435","7.604764174"
"197","L","Cyclic Ethers","","5,5'-((tetrahydrofuran-2-yl)methylene)bis(2-methyltetrahydrofuran)","CC(CC1)OC1C(C2CCC(C)O2)C3CCCO3","C15H26O3","Kessler (2017)","IQT","60.4","0.15","5.833069668","0.025359654","1.516547345","-0.46579005","1.475091975","4.312915839","0","1.090509631","0.113782772","0","2.664823857","6.508769137","2.695165865","7.580554729"
"198","L","Cyclic Ethers","Aromatics","furfuryl alcohol","C1=COC(=C1)CO","C5H6O2","NREL (2014)","IQT","10.3","0.142857143","11.3036689","-0.152852383","0.133492844","-0.600369964","1.155949334","0.594861352","0","0","0.076254705","4","0.789544102","5.176149733","0.204124145","8.0083108"
"199","L","Cyclic Ethers","Olefins","3,4-dihydro-2H-pyran","C1CC=COC1","C5H8O","Marquardt (2015)","IQT","23.9","0","5.541534082","0.02087399","0","-0.308297633","1.406567765","0","0","0","0.013449902","2","0.43193193","4.890349128","0","7.332024667"
"200","L","Cyclic Ethers","","eucalyptol","CC1(C2CCC(O1)(CC2)C)C","C10H18O","Marquardt (2015)","IQT","18.8","0","6.184844597","0.053387988","2.410603378","0.375979401","1.404920635","5.35204404","0","0","0.174160314","0","2.267352413","6.315358002","1.712415274","7.571181636"
"201","V","Cyclic Ethers","","2-methyltetrahydrofuran","CC1CCCO1","C5H10O","NREL (2014)","IQT","21.3","0","5.355439968","0.03459765","0.23570226","-0.19612625","1.599066754","0.433012702","0","0","0.023110977","0","0.431947622","5.017279837","0","7.445505946"
"202","V","Cyclic Ethers","Olefins","2,3-dihydrofuran","C1COC=C1","C4H6O","Marquardt (2015)","IQT","20","0","5.436222448","0.001366171","0","-0.369004165","1.383076874","0","0","0","0.009057963","2","0.399277246","4.615120517","0","7.342181053"
"203","V","Cyclic Ethers","Aromatics","2-ethylfuran","CCC1=CC=CO1","C6H8O","Marquardt (2015)","IQT","10.2","0.142857143","6.894877532","0.019472721","0.179558378","-0.0247072","1.263001368","0.594861352","0","0","0.058003164","4","0.790502967","5.176149733","0.204124145","7.517851385"
"204","V","Cyclic Ethers","Olefins","rose oxide","CC1CCOC(C1)C=C(C)C","C10H18O","NREL (2014)","IQT","30","0.090909091","5.87698259","0.051577841","0.709166938","-0.082122435","1.453366174","1.604881136","0","1.03992817","0.088359585","2","2.229419791","5.777652323","0.959275695","7.3436004"
"205","V","Cyclic Ethers","","2-ethyltetrahydrofuran","CCC1CCCO1","C6H12O","Marquardt (2015)","IQT","28.1","0.142857143","5.238387004","0.04227761","0.284517797","-0.167670593","1.583569344","0.594861352","0","0","0.022886621","0","1.26522115","5.176149733","0.204124145","7.359394957"
"206","V","Cyclic Ethers","Aromatics","2-methylfuran","CC1=CC=CO1","C5H6O","NREL (2014)","IQT","9","0","8.067021717","0.001252321","0.136082763","-0.066887556","1.218087257","0.433012702","0","0","0.003617635","4","0.399277246","5.017279837","0","7.812638588"
"207","T","Cyclic Ethers","Alcohols","tetrahydrofurfuryl alcohol","C1CC(OC1)CO","C5H10O2","Marquardt (2015)","IQT","17.9","0.142857143","7.32534376","-0.089984406","0.219371294","-0.658529522","1.557700115","0.594861352","0","0","0.053257296","0","1.169491251","5.176149733","0.204124145","7.6396946"
"208","T","Cyclic Ethers","Aromatics","furan","C1=COC=C1","C4H4O","NREL (2014)","IQT","7","0","6.393361947","-0.032378325","0","-0.343846321","1.153237743","0","0","0","0.081646885","4","0.0189823","4.615120517","0","7.436683636"
"209","T","Cyclic Ethers","Aromatics","furfural","C1=COC(=C1)C=O","C5H4O2","NREL (2014)","IQT","13.9","0.142857143","15.55616577","-0.061414592","0.106345198","-0.54917805","1.130205187","0.594861352","0","0","0.024858122","5","0.424122033","5.176149733","0.204124145","8.201523733"
"210","T","Cyclic Ethers","Aromatics","furfuryl ethyl ether","CCOCC1=CC=CO1","C7H10O2","NREL (2014)","IQT","18.4","0.333333333","8.053528326","-0.014016305","0.130245736","-0.645326083","1.446616783","0.612372436","0","0.836970909","0.007289216","4","1.505609156","5.379897354","0.49279928","7.8714845"
"211","T","Cycloalkanes ","","decalin","C1CCC2CCCCC2C1","C10H18","Heyne (2009)","IQT","37.4","0","4.154951435","0.062068966","0.942809042","-0.045496","1.303448276","1.5","0","0","0.027867021","0","1.804861679","5.84932478","1.140119483","7.030557419"
"212","L","Cycloalkenes","Olefins","bisabolene","CC1=CCC(=C(C)CCC=C(C)C)CC1","C15H24","NREL (2014)","IQT","32.2","0.2","5.901813539","1.50E-14","1.241744759","0.028206604","1.266666667","1.878537981","0","1.41954023","0.017129472","6","2.66213123","6.084499413","1.505818617","7.145206851"
"213","L","Cycloalkenes","Olefins","limonene","CC1=CCC(CC1)C(=C)C","C10H16","Marquardt (2015)","IQT","18.9","0.1","5.968964808","1.51E-14","1.009145315","0.011507172","1.25","1.404193779","0","2.03125","0.108872727","4","2.224872188","5.733341277","0.919957418","7.128277871"
"214","L","Cycloalkenes","","alpha-pinene","CC1=CCC2CC1C2(C)C","C10H16","NREL (2014)","IQT","23.1","0","5.571902905","0.059259259","2.971157092","0.041959077","1.203703704","4.31544863","0","0","0.129785498","2","2.177278648","6.385194399","1.145707649","7.151025449"
"215","L","Cycloalkenes","","cyclohexene","C1CCC=CC1","C6H10","Marquardt (2015)","IQT","18.1","0","4.476131923","1.55E-14","0","-0.042244125","1.25","0","0","0","0.017682413","2","0.980162006","4.890349128","0","6.9797019"
"216","V","Cycloalkenes","","4-methyl-1-cyclohexene","CC1CCC=CC1","C7H12","Kubic (2016)","Unknown","28","0","4.88921105","1.44E-14","0.370790812","-0.026409507","1.285714286","0.433012702","0","0","0.04091207","2","1.208716372","5.209486153","0.204124145","7.030442857"
"217","V","Cycloalkenes","Olefins","4-vinyl-1-cyclohexene","C=CC1CCC=CC1","C8H12","Santana (2006)","Unknown","32","0.125","5.382807929","1.59E-14","0.331927305","-0.03889424","1.1875","0.594861352","0","0","0.049260893","4","1.477027072","5.342334252","0.348461713","7.049102"
"218","T","Cycloalkenes","Cyclic","3-carene","CC1=CCC2C(C1)C2(C)C","C10H16","NREL (2014)","IQT","27","0","5.471915799","0.059259259","2.240212976","0.03297787","1.203703704","2.632695319","0","0","0.077889097","2","2.255879768","6.196444128","1.317508329","7.145356597"
"219","T","Cycloalkenes","Alkenes","caryophyllene","CC1=CCCC(=C)C2CC(C2CC1)(C)C","C15H24","NREL (2014)","IQT","29","0","5.692041557","0.04","2.823606181","0.031293893","1.235","4.303859246","0","1.127853881","0.145923191","4","2.564860553","6.541029999","2.059383759","7.148621981"
"220","L","Esters","","methyl octanoate","CCCCCCCC(=O)OC","C9H18O2","NREL (2014)","CFR","33.6","0.7","6.032525187","0.014614373","0.100592232","0.681457303","1.666760029","0.348461713","0","0.96039787","0.018823822","1","2.074261572","5.332718793","0.473461713","7.276429477"
"221","L","Esters","Olefins","propyl oleate","CCCCCCCCC=CCCCCCCCC(=O)OCCC","C21H40O2","NREL (2014)","Blend","72","0.818181818","5.127765987","0.02558158","0.083333333","0.812833506","1.524518017","0.433012702","0","0.947960041","0.045083869","3","3.144226089","6.102558595","1.501682756","7.151166938"
"222","L","Esters","","methyl decanoate","CCCCCCCCCC(=O)OC","C11H22O2","Marquardt (2015)","IQT","52.7","0.75","5.599932285","0.019001715","0.100592232","0.695065156","1.636534567","0.348461713","0","0.934202298","0.020489644","1","2.413386636","5.509388337","0.650238408","7.213707422"
"223","L","Esters","","propyl stearate ","CCCCCCCCCCCCCCCCCC(=O)OCCC","C21H42O2","NREL (2014)","Other Ignition Delay Method","80.5","0.863636364","4.875110026","0.026296058","0.083333333","0.815295871","1.571629325","0.433012702","0","0.937005693","0.035639428","1","3.138138954","6.102558595","1.501682756","7.132883353"
"224","L","Esters","","2-butyl stearate","CCCCCCCCCCCCCCCCCC(=O)OC(C)CC","C22H44O2","NREL (2014)","Other Ignition Delay Method","98","0.826086957","4.984774716","0.026524551","0.325687358","0.973767862","1.568378937","0.997890958","0","0.93863526","0.05306938","1","3.140694808","6.208590026","1.539800913","7.17337756"
"225","L","Esters","","isopropyl stearate","CCCCCCCCCCCCCCCCCC(=O)OC(C)C","C21H42O2","NREL (2014)","Other Ignition Delay Method","97","0.818181818","4.993313594","0.026296058","0.193538488","0.978843871","1.571629325","0.997890958","0","0.937005693","0.043225004","1","3.129535477","6.154858094","1.480875348","7.182117156"
"226","L","Esters","","trimyristin","CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC","C45H86O6","NREL (2014)","Other Ignition Delay Method","100","0.88","5.34973356","0.023367515","0.397504634","2.56787937","1.556418708","1.947523357","0","0.995848946","0.457719865","3","3.498000582","7.005789019","4.294953897","7.230576203"
"227","L","Esters","Olefins","isobutyl oleate ","CCCCCCCCC=CCCCCCCCC(=O)OCC(C)C","C22H42O2","NREL (2014)","Other Ignition Delay Method","60","0.782608696","5.25116951","0.025868629","0.25","0.83205315","1.523386972","0.573192931","0","0.948431947","0.044673806","3","3.153926652","6.196444128","1.553044132","7.15736131"
"228","L","Esters","","butyl myristate","CCCCCCCCCCCCCC(=O)OCCCC","C18H36O2","NREL (2014)","CFR","69.4","0.842105263","5.009426149","0.025297364","0.083333333","0.828514041","1.583543125","0.433012702","0","1.052291382","0.069572553","1","2.935989187","5.958424693","1.364635717","7.15982274"
"229","L","Esters","","hexyl acetate","CCCCCCOC(=O)C","C8H16O2","NREL (2014)","IQT","32.2","0.666666667","6.259876905","0.011375096","0.058925565","0.808429041","1.687517838","0.204124145","0","1.042520385","0.086775702","1","1.912850888","5.198497031","0.401292929","7.438944786"
"230","L","Esters","","trilaurin","CCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCC","C39H74O6","NREL (2014)","Other Ignition Delay Method","100","0.863636364","5.573134592","0.021046022","0.397504634","2.560458989","1.565169871","1.947523357","0","1.001699275","0.438096314","3","3.461827387","6.89060912","3.764623811","7.271516125"
"231","L","Esters","","methyl hexanoate","CCCCCC(=O)OC","C7H14O2","Marquardt (2015)","IQT","25.3","0.625","6.795797651","0.006986228","0.100592232","0.649213369","1.714180848","0.348461713","0","1.494076747","0.016541989","1","1.619739597","5.117993812","0.348461713","7.387193957"
"232","L","Esters","","methyl valerate","CCCCC(=O)OC","C6H12O","Marquardt (2015)","IQT","13.3","0.571428571","7.446025335","0.000789549","0.100592232","0.61979824","1.749688453","0.348461713","0","0.804221444","0.015056356","1","1.396594448","4.990432587","0.144337567","7.481926737"
"233","L","Esters","Olefins","2-butyl oleate","O(C(=O)CCCCCCCC=CCCCCCCCC)C(C)CC","C22H42O2","NREL (2014)","Other Ignition Delay Method","72","0.782608696","5.231098564","0.025868629","0.325687358","0.97188515","1.523386972","0.997890958","0","0.948431947","0.078267593","3","3.147082175","6.208590026","1.539800913","7.193303743"
"234","L","Esters","","ethyl tetradecanoate","CCCCCCCCCCCCCC(=O)OCC","C16H32O2","NREL (2014)","CFR","67","0.823529412","5.075106152","0.024259608","0.083333333","0.834984134","1.593962244","0.49279928","0","0.929247098","0.065449811","1","2.888807135","5.84932478","1.075960582","7.183003813"
"235","L","Esters","","butyl hexadecanoate","CCCCCCCCCCCCCCCC(=O)OCCCC","C20H40O2","NREL (2014)","Blend (5%-7%)","89","0.857142857","4.90083156","0.026021191","0.083333333","0.820072104","1.57520417","0.433012702","0","1.040258882","0.065448037","1","3.055842013","6.056784013","1.541412412","7.140877561"
"236","L","Esters","","n-butyl octadecanoate","CCCCCCCCCCCCCCCCCC(=O)OCCCC","C22H44O2","NREL (2014)","Other Ignition Delay Method","86","0.869565217","4.812514003","0.026524551","0.083333333","0.810219862","1.568378937","0.433012702","0","1.031780426","0.061835519","1","3.150542015","6.146329258","1.718189107","7.12567978"
"237","L","Esters","Olefins","methyl linolenate","CCC=CCC=CCC=CCCCCCCCC(=O)OC","C19H32O2","NREL (2014)","IQT","37","0.7","5.825401591","0.022842133","0.100592232","0.667894058","1.423307435","0.348461713","0","0.983994547","0.059301975","7","2.947282497","6.008813185","1.357345189","7.174734328"
"238","L","Esters","","ethyl palmitate","CCCCCCCCCCCCCCCC(=O)OCC","C18H36O2","NREL (2014)","Blend","80","0.842105263","4.942983684","0.025297364","0.083333333","0.828514041","1.583543125","0.49279928","0","0.932099525","0.06068462","1","3.009381478","5.958424693","1.252737277","7.158864986"
"239","L","Esters","","methyl octadecanoate","CCCCCCCCCCCCCCCCCC(=O)OC","C19H38O2","NREL (2014)","CFR","86","0.85","4.863912578","0.025691697","0.100592232","0.684666668","1.57915461","0.348461713","0","0.93370834","0.02422085","1","2.987056011","6.008813185","1.357345189","7.108496232"
"240","L","Esters","","butyl butanoate","CCCCOC(=O)CCC","C8H16O2","NREL (2014)","IQT","18","0.666666667","6.568025058","0.011375096","0.083333333","0.808429041","1.687517838","0.49279928","0","1.016995214","0.200738798","1","1.932909277","5.231108617","0.420630496","7.437234286"
"241","L","Esters","","methyl dodecanoate","CCCCCCCCCCCC(=O)OC","C13H26O2","NREL (2014)","IQT","66.5","0.785714286","5.319602021","0.021755833","0.100592232","0.699028221","1.615586034","0.348461713","0","0.928079427","0.021757189","1","2.622512012","5.659482216","0.827015103","7.173341743"
"242","L","Esters","","methyl hexadecanoate","CCCCCCCCCCCCCCCC(=O)OC","C17H34O2","NREL (2014)","IQT","85.9","0.833333333","4.976804596","0.024825406","0.100592232","0.692209495","1.588446869","0.348461713","0","0.93058416","0.023556325","1","2.873841859","5.905361848","1.180568494","7.124431504"
"243","L","Esters","Olefins","methyl sorbate ","CC=CC=CC(=O)OC","C7H10O2","NREL (2014)","IQT","6","0.375","10.07905547","-0.00751584","0.0758903","0.519006493","1.439014352","0.348461713","0","1.696834974","0.004852177","5","1.154718513","5.117993812","0.348461713","7.589941481"
"244","L","Esters","","ethyl decanoate","CCCCCCCCCC(=O)OCC","C12H24O2","NREL (2014)","CFR","51","0.769230769","5.484972023","0.020527217","0.083333333","0.837765706","1.625189851","0.49279928","0","0.92989418","0.076113842","1","2.462306535","5.587248658","0.722407191","7.259618348"
"245","L","Esters","Olefins","methyl palmitoleate","CCCCCCC=CCCCCCCCC(=O)OC","C17H32O2","NREL (2014)","IQT","56.6","0.777777778","5.308778336","0.023767953","0.100592232","0.686375683","1.530398596","0.348461713","0","0.949174959","0.034968182","3","2.874625896","5.905361848","1.180568494","7.147201111"
"246","L","Esters","","butyl valerate","CCCCC(=O)OCCCC","C9H18O2","Marquardt (2015)","IQT","23.5","0.7","6.257429058","0.014614373","0.083333333","0.821289303","1.666760029","0.433012702","0","1.149718783","0.209272361","1","2.005864594","5.332718793","0.49279928","7.374923385"
"247","L","Esters","Olefins","vinyl laurate","CCCCCCCCCCCC(=O)OC=C","C14H26O2","Marquardt (2015)","IQT","77","0.8","5.501127734","0.021229292","0.075687358","0.905028308","1.537066298","0.49279928","0","0.932038138","0.018322387","3","2.709374059","5.726847748","0.899183887","7.213384923"
"248","L","Esters","","sec-butyl hexadecanoate","CCCCCCCCCCCCCCCC(=O)OC(C)CC","C20H40O2","Creton (2011)","Unknown","84.8","0.80952381","5.091870477","0.026021191","0.325687358","0.983620104","1.57520417","0.997890958","0","0.935355651","0.055464685","1","3.042709068","6.124683391","1.363024218","7.193810463"
"249","L","Esters","","butyl decanoate","CCCCCCCCCC(=O)OCCCC","C14H28O2","NREL (2014)","CFR","55","0.8","5.33378402","0.022756636","0.083333333","0.83858119","1.607350904","0.433012702","0","1.098577073","0.081007884","1","2.725305109","5.726847748","1.011082326","7.216313818"
"250","L","Esters","Olefins","methyl oleate","CCCCCCCCC=CCCCCCCCC(=O)OC","C19H36O2","NREL (2014)","CFR","56","0.8","5.147802598","0.024832155","0.100592232","0.680773434","1.527143453","0.348461713","0","0.947712603","0.04006563","3","2.972843564","6.008813185","1.357345189","7.127202361"
"251","L","Esters","","propyl decanoate","CCCCCCCCCC(=O)OCCC","C13H26O2","NREL (2014)","CFR","53","0.785714286","5.488048839","0.021755833","0.083333333","0.838860221","1.615586034","0.433012702","0","0.928079427","0.037190898","1","2.531190491","5.659482216","0.794575975","7.236728911"
"252","L","Esters","","methyl heptanoate","CCCCCCC(=O)OC","C8H16O2","Marquardt (2015)","IQT","34.2","0.666666667","6.351374693","0.011375096","0.100592232","0.668597041","1.687517838","0.348461713","0","0.996475721","0.017779009","1","1.856847391","5.231108617","0.378355001","7.322911"
"253","L","Esters","Olefins","butyl linolenate","CCCCOC(=O)CCCCCCCC=CCC=CCC=CCC","C22H38O2","NREL (2014)","Other Ignition Delay Method","29","0.739130435","5.58676842","0.024381246","0.083333333","0.80107963","1.433520822","0.433012702","0","1.085327155","0.173032484","7","3.146220719","6.146329258","1.718189107","7.183720752"
"254","L","Esters","","ethyl stearate","CCCCCCCCCCCCCCCCCC(=O)OCC","C20H40O2","NREL (2014)","CFR","76.8","0.857142857","4.84237902","0.026021191","0.083333333","0.820072104","1.57520417","0.49279928","0","0.935355651","0.056745283","1","3.086586918","6.056784013","1.429513973","7.140024927"
"255","L","Esters","Olefins","ethyl oleate","CCCCCCCCC=CCCCCCCCC(=O)OCC","C20H38O2","NREL (2014)","Other Ignition Delay Method","61","0.80952381","5.107717322","0.025239469","0.083333333","0.816945564","1.525764023","0.49279928","0","0.947691451","0.060192194","3","3.087742576","6.056784013","1.429513973","7.159897464"
"256","L","Esters","Olefins","butyl linoleate","CCCCCC=CCC=CCCCCCCCC(=O)OCCCC","C22H40O2","NREL (2014)","Other Ignition Delay Method","54","0.782608696","5.307306154","0.025156617","0.083333333","0.805358344","1.478432374","0.433012702","0","1.086846738","0.077703167","5","3.156692529","6.146329258","1.718189107","7.16171355"
"257","L","Esters","","ethyl valerate","CCCCC(=O)OCC","C7H14O2","Marquardt (2015)","IQT","18.6","0.625","6.900255409","0.006986228","0.083333333","0.789045369","1.714180848","0.49279928","0","0.79357527","0.198942523","1","1.7375669","5.117993812","0.204124145","7.520433787"
"258","L","Esters","","propyl hexadecanoate","CCCCCCCCCCCCCCCC(=O)OCCC","C19H38O2","NREL (2014)","Other Ignition Delay Method","85","0.85","4.974744188","0.025691697","0.083333333","0.824498668","1.57915461","0.433012702","0","0.93370834","0.036088768","1","3.042337608","6.008813185","1.324906061","7.149800129"
"259","L","Esters","","propyl valerate","CCCCC(=O)OCCC","C8H16O","Marquardt (2015)","IQT","20.7","0.666666667","6.672546214","0.011375096","0.083333333","0.808429041","1.687517838","0.433012702","0","0.800342407","0.06248945","1","1.786118864","5.231108617","0.276292929","7.437234286"
"260","L","Esters","Cyclic Ethers","tetrahydrofurfuryl acetate","CC(=O)OCC1CCCO1","C7H12O3","Marquardt (2015)","IQT","18.2","0.3","8.112852648","-0.026554196","0.273704754","0.107059174","1.64684997","0.760310363","0","1.310417156","0.109248156","1","1.807018604","5.564520407","0.595522031","7.941883583"
"261","L","Esters","","methyl tetradecanoate","CCCCCCCCCCCCCC(=O)OC","C15H30O2","Marquardt (2015)","IQT","75.8","0.8125","5.122925587","0.023579112","0.100592232","0.697385858","1.600211305","0.348461713","0","0.928220913","0.022754122","1","2.752505045","5.789960171","1.003791798","7.145187529"
"262","L","Esters","Ketones","ethyl acetoacetate","CCOC(=O)CC(=O)C","C6H10O3","Marquardt (2015)","IQT","13.7","0.5","12.38119783","-0.024205833","0.143298233","0.633563302","1.667756986","1.057677536","0","1.117165555","0.225912121","2","1.515849506","5.252273428","0.23570226","8.329540875"
"263","L","Esters","","isobutyl hexadecanoate","CCCCCCCCCCCCCCCC(=O)OCC(C)C","C20H40O2","NREL (2014)","Unknown","84","0.80952381","5.111966374","0.026021191","0.25","0.843788104","1.57520417","0.573192931","0","0.935355651","0.041728063","1","3.04971509","6.11146734","1.376267437","7.156333902"
"264","L","Esters","","isopropyl hexadecanoate","CCCCCCCCCCCCCCCC(=O)OC(C)C","C19H38O2","NREL (2014)","Other Ignition Delay Method","83","0.8","5.106937406","0.025691697","0.193538488","0.988046668","1.57915461","0.997890958","0","0.93370834","0.044645079","1","3.032298849","6.06610809","1.304098653","7.204751406"
"265","L","Esters","","ethyl hexanoate","CCCCCC(=O)OCC","C8H16O2","NREL (2014)","IQT","27.8","0.666666667","6.419301479","0.011375096","0.083333333","0.808429041","1.687517838","0.49279928","0","1.279122766","0.096208977","1","1.879312381","5.231108617","0.420630496","7.434737286"
"266","L","Esters","Olefins","propyl linoleate","CCCCCC=CCC=CCCCCCCCC(=O)OCCC","C21H38O2","NREL (2014)","Other Ignition Delay Method","42.5","0.772727273","5.408093118","0.02480292","0.083333333","0.809139535","1.477449805","0.433012702","0","0.979774746","0.065926295","5","3.142483116","6.102558595","1.501682756","7.172114358"
"267","L","Esters","Ethers","2-ethoxyethyl acetate","CCOCCOC(C)=O","C6H12O3","NREL (2014)","Blend (20%, method?)","40","0.625","9.24175562","-0.02989881","0.058925565","-0.001312571","1.919241082","0.204124145","0","1.468008033","0.071918762","1","1.721218316","5.081404365","0.306186218","8.187522286"
"268","L","Esters","Olefins","methyl linoleate","CCCCCC=CCC=CCCCCCCCC(=O)OC","C19H34O2","NREL (2014)","IQT","43.9","0.75","5.466548497","0.023886668","0.100592232","0.675293488","1.475190896","0.348461713","0","0.986946213","0.159866476","5","2.958396058","6.008813185","1.357345189","7.149002737"
"269","L","Esters","Cyclic","menthyl acetate","CC1CCC(C(C1)OC(=O)C)C(C)C","C12H22O2","Marquardt (2015)","IQT","19.5","0.214285714","6.137261834","0.018862347","1.594491872","1.007563778","1.500542153","3.006709128","0","1.49386618","0.187442692","1","2.457539916","6.120297419","1.841976945","7.419533469"
